log_name,drift_id,change_type,drift_type,complexity,change_point,log_size
log_2061_1708943090.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1417, 2960]",4763.0
log_2062_1708943100.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'gradual', 'gradual', 'sudden']",,"[1712, 2225, 3259, 3741, 5331]",6653.0
log_2063_1708943105.xes,['drift_1'],['sudden'],['sudden'],,[1855],3036.0
log_2066_1708943118.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1410, 2602, 3129, 4901]",6334.0
log_2067_1708943124.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1151, 1468, 2751, 3301]",4841.0
log_2068_1708943131.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1459, 1898, 3514, 3815]",5677.0
log_2069_1708943137.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1941, 2532]",4469.0
log_206_1708942805.xes,['drift_1'],['sudden'],['sudden'],,[1744],3209.0
log_2071_1708943145.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1802, 2352]",3906.0
log_2072_1708943146.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1952, 2528, 4099, 4557, 5965, 6471]",8160.0
log_2073_1708943150.xes,['drift_1'],['sudden'],['sudden'],,[1603],2969.0
log_2074_1708943154.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1256, 1589]",3360.0
log_2075_1708943156.xes,['drift_1'],['sudden'],['sudden'],,[1187],2548.0
log_2077_1708943159.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1673, 2703, 3012]",4288.0
log_2079_1708943163.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1194, 1785, 3417, 3964]",5728.0
log_207_1708942809.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1841, 2155, 3243, 3805]",5244.0
log_2080_1708943167.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1216, 1685]",2885.0
log_2081_1708943169.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1102, 3047]",4917.0
log_2084_1708943184.xes,['drift_1'],['sudden'],['sudden'],,[1807],3312.0
log_2085_1708943187.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1926, 2456, 4081]",5110.0
log_2086_1708943196.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1051, 2154, 4132]",5577.0
log_2087_1708943200.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1603, 2908, 3309]",4931.0
log_2089_1708943216.xes,['drift_1'],['sudden'],['sudden'],,[1556],3131.0
log_208_1708942812.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1904, 3263, 3755, 5727]",6880.0
log_2091_1708943071.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'sudden']",,"[1974, 2406, 4365, 6357]",7572.0
log_2092_1708943076.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1604, 1911, 3459]",4559.0
log_2093_1708943078.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1632, 2153]",3160.0
log_2094_1708943082.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1736, 2088, 3937]",4940.0
log_2095_1708943089.xes,['drift_1'],['sudden'],['sudden'],,[1830],3072.0
log_2096_1708943091.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1959, 2361]",3866.0
log_2097_1708943094.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1767, 2116, 3442]",4502.0
log_2099_1708943103.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1625, 3488, 4993]",6665.0
log_209_1708942817.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1319, 1754]",3670.0
log_20_1708942823.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1179, 2639, 3183, 4892, 5384]",7141.0
log_2101_1708943110.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1163, 2516, 2930]",4050.0
log_2102_1708943115.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1365, 1736]",3423.0
log_2103_1708943117.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1284, 2964, 3546]",5074.0
log_2104_1708943128.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1968, 3213, 3520, 4776]",6316.0
log_2105_1708943134.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1361, 1881]",3358.0
log_2106_1708943134.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1686, 2081, 3379]",4619.0
log_2107_1708943137.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1958, 2483]",3651.0
log_2108_1708943141.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1493, 3192, 4537, 4883]",6768.0
log_2109_1708943162.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1576, 3233, 3552]",5309.0
log_210_1708942822.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1455, 1809]",3766.0
log_2110_1708943166.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1317, 2534, 3977, 4469]",5496.0
log_2111_1708943169.xes,['drift_1'],['sudden'],['sudden'],,[1009],2512.0
log_2112_1708943172.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1894, 3394]",4963.0
log_2113_1708943177.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1698, 3347]",4781.0
log_2115_1708943188.xes,['drift_1'],['sudden'],['sudden'],,[1241],3202.0
log_2116_1708943191.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'gradual', 'gradual', 'sudden']",,"[1759, 2265, 4264, 4747, 6065]",7378.0
log_2117_1708943196.xes,['drift_1'],['sudden'],['sudden'],,[1783],3008.0
log_2118_1708943198.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1875, 2951]",4255.0
log_2119_1708943200.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1115, 1562, 2843]",4413.0
log_211_1708942825.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1018, 2958, 3386]",4587.0
log_2121_1708943207.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1990, 2292]",3744.0
log_2122_1708943211.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1132, 2699]",4628.0
log_2125_1708943225.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1804, 2329, 3961]",5279.0
log_2126_1708943227.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1610, 3211, 5047, 5470]",6830.0
log_2127_1708943236.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1663, 2262, 3333, 3751, 5284, 5612]",6702.0
log_2128_1708943243.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1981, 2490, 3753, 4178]",5999.0
log_2129_1708943077.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1642, 3588, 4753, 5185]",6758.0
log_212_1708942832.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1014, 2033, 3599, 4017]",5160.0
log_2130_1708943097.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1598, 2111, 3225, 3609]",4942.0
log_2131_1708943100.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1041, 2739, 3215]",4810.0
log_2132_1708943108.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'sudden', 'gradual', 'gradual']",,"[1510, 2033, 3675, 5664, 6118]",7900.0
log_2133_1708943113.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1591, 2067]",3814.0
log_2134_1708943116.xes,['drift_1'],['sudden'],['sudden'],,[1559],3049.0
log_2136_1708943123.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1578, 2007]",3261.0
log_2137_1708943132.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1638, 3227, 3794, 5288]",7157.0
log_2138_1708943142.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1447, 2722]",4608.0
log_2139_1708943145.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1569, 1930, 3505]",5325.0
log_2141_1708943156.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1781, 2900, 3466]",4488.0
log_2142_1708943159.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1251, 1841]",3425.0
log_2143_1708943165.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1624, 2865]",4694.0
log_2145_1708943172.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1130, 2171, 3841]",5662.0
log_2146_1708943185.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1023, 2675, 3269, 4646, 5145]",6629.0
log_2148_1708943194.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1952, 3011, 3314, 4801, 5330]",6637.0
log_2149_1708943201.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[2000, 2491, 3601]",5129.0
log_2151_1708943207.xes,['drift_1'],['sudden'],['sudden'],,[1820],2874.0
log_2152_1708943210.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1356, 2555, 2910]",4579.0
log_2153_1708943215.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1116, 1486]",2676.0
log_2154_1708943217.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1872, 3225, 3680]",5139.0
log_2155_1708943224.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1978, 2397, 3719, 4105]",6012.0
log_2157_1708943230.xes,['drift_1'],['sudden'],['sudden'],,[1776],3319.0
log_2159_1708943241.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1069, 1460, 2700]",4679.0
log_2160_1708943245.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1973, 2279]",3490.0
log_2162_1708943253.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1511, 2070, 3449, 3975, 4994, 5560]",7104.0
log_2163_1708943262.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1254, 1678]",3149.0
log_2164_1708943269.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1028, 1437, 3386]",5083.0
log_2167_1708943083.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1606, 2200, 3431, 3758]",4766.0
log_2168_1708943090.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1826, 3711]",5438.0
log_2169_1708943098.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1157, 1623, 2725, 3263]",5000.0
log_2170_1708943102.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1389, 3245]",4948.0
log_2172_1708943115.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1791, 2317]",3993.0
log_2173_1708943124.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1341, 2547, 3932, 4527]",5763.0
log_2174_1708943130.xes,['drift_1'],['sudden'],['sudden'],,[1076],2364.0
log_2175_1708943132.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'gradual', 'gradual', 'sudden']",,"[1558, 3002, 3314, 4521]",5681.0
log_2177_1708943142.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'sudden']",,"[1465, 2033, 4022, 5805]",7288.0
log_2178_1708943152.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1345, 1820, 3668, 4047]",5100.0
log_2179_1708943162.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1810, 3003]",4207.0
log_2180_1708943166.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1310, 1640]",3346.0
log_2182_1708943169.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1077, 2157, 2499]",4045.0
log_2184_1708943173.xes,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1567, 2925, 3282]",4380.0
log_2185_1708943178.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1968, 2277]",4268.0
log_2186_1708943190.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1928, 3791, 5467]",7432.0
log_2187_1708943203.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1423, 2521, 4042]",5252.0
log_2188_1708943208.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'sudden']",,"[1137, 1443, 2970, 4389]",6003.0
log_2189_1708943214.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1311, 1611]",3311.0
log_2190_1708943217.xes,"['drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'sudden', 'gradual', 'gradual']",,"[1078, 2606, 4502, 5102]",6407.0
log_2191_1708943222.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1348, 1879, 3354]",4874.0
log_2192_1708943226.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1647, 2035, 3657]",5013.0
log_2194_1708943233.xes,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1295, 2570, 3777]",5277.0
log_2195_1708943236.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1188, 3147, 3483, 5339, 5864]",7281.0
log_2196_1708943243.xes,['drift_1'],['sudden'],['sudden'],,[1444],3271.0
log_2197_1708943244.xes,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1476, 2673]",4359.0
log_2199_1708943260.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1776, 2158, 3371, 3788]",5207.0
log_219_1708942859.xes,['drift_1'],['sudden'],['sudden'],,[1327],3130.0
log_21_1708942830.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1969, 2328]",4051.0
log_2200_1708943267.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1911, 2446, 3928, 4516]",5905.0
log_2201_1708943272.xes,['drift_1'],['sudden'],['sudden'],,[1707],3043.0
log_2202_1708943277.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1861, 2257]",4026.0
log_2203_1708943283.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1787, 2153, 3665]",4791.0
log_2204_1708943291.xes,['drift_1'],['sudden'],['sudden'],,[1277],3217.0
log_2206_1708943087.xes,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1287, 1596, 3548, 3882]",5843.0
log_2208_1708943095.xes,"['drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden']",,"[1652, 2161, 3804]",5780.0
log_2209_1708943107.xes,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1247, 1728]",3105.0
log_220_1708942862.xes,"['drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1248, 2650, 3114, 4261, 4791]",5879.0
